county,state,None,D0,D1,D2,D3,D4,blueVoter,redVoter,target
Laramie County,WY,82.2,17.8,1.2,0,0,0,13807,23247,1
Larimer County,CO,52.1,47.9,16.3,4.4,0,0,83103,74603,0
Larue County,KY,90.4,9.6,5.1,3.2,0,0,1733,3911,1
Las Animas County,CO,36.7,63.3,47.4,26.8,14.3,0.4,3282,3105,0
Lassen County,CA,73,27,14.5,2.4,0,0,3044,7261,1
Latah County,ID,66.8,33.2,3.6,0,0,0,8306,7589,0
Latimer County,OK,60.8,39.2,26.9,18.2,1.4,0,1169,2620,1
Lauderdale County,AL,64.9,35.1,18.4,7,3.5,0.3,12504,23902,1
Lauderdale County,MS,63.3,36.7,23.4,8,3,0,12642,17322,1
Lauderdale County,TN,83.6,16.4,6.8,2.1,0,0,4010,4616,1
Laurel County,KY,88.8,11.2,6.3,3.7,1.3,0,3905,18151,1
Laurens County,GA,45.8,54.2,19.7,3.9,2.3,0,7508,11947,1
Laurens County,SC,57.5,42.5,23.7,11.1,2.6,0,10297,14726,1
Lavaca County,TX,64.5,35.5,14.7,0.8,0,0,1427,6788,1
Lawrence County,AL,66,34,18.8,12,4.6,1.6,5055,8855,1
Lawrence County,AR,71.1,28.9,18.3,7.1,0,0,1786,3535,1
Lawrence County,IL,77,23,0,0,0,0,2010,3853,1
Lawrence County,IN,91.6,8.4,0.4,0,0,0,5779,11622,1
Lawrence County,KY,90.5,9.5,4.8,0.8,0,0,1520,3995,1
Lawrence County,MO,50.5,49.5,19.1,3.8,0.8,0,4014,11417,1
Lawrence County,MS,75.3,24.7,4.8,1.4,0,0,2394,4153,1
Lawrence County,OH,93.6,6.4,0,0,0,0,10454,14371,1
Lawrence County,PA,92.6,7.4,0.4,0,0,0,17427,20915,1
Lawrence County,SD,45.2,54.8,30.4,1.9,0.4,0,3973,7025,1
Lawrence County,TN,71.5,28.5,9,5.2,2.6,0,4237,10770,1
Le Flore County,OK,58.8,41.2,29.7,17.1,1.7,0,4658,11172,1
Le Sueur County,MN,100,0,0,0,0,0,6753,7714,1
Lea County,NM,64.3,35.7,23.5,11.3,1.7,0,4068,12480,1
Leake County,MS,68.3,31.7,21.6,11.9,3.2,0,3599,4283,1
Leavenworth County,KS,56.1,43.9,19.3,8.8,5.8,1.9,11072,16825,1
Lebanon County,PA,73.3,26.7,19.4,0,0,0,18975,34010,1
Lee County,AL,61.3,38.7,21.3,11,8.1,0.8,21274,32062,1
Lee County,AR,75.2,24.8,10.2,1.8,0,0,2107,1280,0
Lee County,FL,75.1,24.9,12.7,6.2,0,0,110080,154112,1
Lee County,GA,52.2,47.8,23.3,8.5,2.3,0,3187,10310,1
Lee County,IA,0,0,0,0,0,0,9428,6787,0
Lee County,IL,94.4,5.6,0,0,0,0,6932,8046,1
Lee County,KY,90.9,9.1,5.1,3.8,0,0,595,1977,1
Lee County,MS,56.7,43.3,26.4,8.4,3.3,0.1,12043,22004,1
Lee County,NC,68,32,10.2,0,0,0,10577,13000,1
Lee County,SC,70.2,29.8,2,0,0,0,5972,2829,0
Lee County,TX,70.7,29.3,6,0.2,0,0,1630,4504,1
Lee County,VA,85.1,14.9,6.8,2.8,1.1,0,2593,6845,1
Leelanau County,MI,97.5,2.5,0,0,0,0,6576,7483,1
Leflore County,MS,72.5,27.5,13.6,4.1,1.4,0,8423,3115,0
Lehigh County,PA,77.3,22.7,12,2.4,0,0,77029,66091,0
Lemhi County,ID,73.2,26.8,1.5,0,0,0,960,3029,1
Lenawee County,MI,84.5,15.5,2.7,0,0,0,21774,22351,1
Lenoir County,NC,83.7,16.3,0.5,0,0,0,13350,13763,1
Leon County,FL,61.3,38.7,15.5,3.2,0,0,90863,55806,0
Leon County,TX,69.3,30.7,13.2,2.5,0.4,0,1061,5812,1
Leslie County,KY,88.5,11.5,6.4,3.2,1.1,0,433,4439,1
Letcher County,KY,89.2,10.8,6,2.8,0.6,0,1702,6811,1
Levy County,FL,77.2,22.8,5.7,0.3,0,0,6118,12052,1
Lewis and Clark County,MT,65.4,34.6,14.7,5.6,0.2,0,15479,16673,1
Lewis County,ID,70.6,29.4,2.9,0,0,0,396,1173,1
Lewis County,KY,91.8,8.2,4.6,2.2,0,0,1342,3326,1
Lewis County,MO,54.2,45.8,14.1,1.6,0,0,1507,2677,1
Lewis County,NY,76.5,23.5,10.1,0.1,0,0,4263,5083,1
Lewis County,TN,81.6,18.4,7.2,3.4,1.7,0,1445,3116,1
Lewis County,WA,54.5,45.5,27.4,6,0,0,9772,15954,1
Lewis County,WV,97.1,2.9,0,0,0,0,1719,4349,1
Lexington County,SC,59.2,40.8,7.4,0,0,0,34007,76392,1
Liberty County,FL,67.8,32.2,16.1,4.4,0,0,942,2301,1
Liberty County,GA,53.7,46.3,18.8,3.9,0,0,10427,5558,0
Liberty County,MT,74.4,25.6,14.4,9.1,2.1,0,257,698,1
Liberty County,TX,78.5,21.5,5.8,0.7,0,0,5196,17304,1
Licking County,OH,93.8,6.2,0.3,0,0,0,32264,43604,1
Limestone County,AL,61.1,38.9,20.1,10,4.3,1.5,9809,25263,1
Limestone County,TX,59.8,40.2,20.5,8,1.7,0,2208,5288,1
Lincoln County,AR,67.3,32.7,15.4,2.5,0.5,0,1424,2199,1
Lincoln County,CO,39.2,60.8,46.5,17.2,0.1,0,537,1663,1
Lincoln County,GA,45.6,54.4,24,10.4,5.5,0.3,1586,2806,1
Lincoln County,ID,72.8,27.2,0,0,0,0,429,1141,1
Lincoln County,KS,65.3,34.7,21.7,3,0,0,284,1148,1
Lincoln County,KY,90.1,9.9,5.1,3.6,0.5,0,2582,6416,1
Lincoln County,ME,48.7,51.3,32.1,9.4,1.4,0,11298,8884,0
Lincoln County,MN,96.6,3.4,0,0,0,0,1428,1594,1
Lincoln County,MO,58,42,19.2,5.1,0,0,7733,14330,1
Lincoln County,MS,71.8,28.2,5.6,1.3,0,0,4879,9333,1
Lincoln County,MT,42.7,57.3,31.9,12.2,0,0,2544,6045,1
Lincoln County,NC,72.4,27.6,13.7,2.4,0,0,10980,25184,1
Lincoln County,NE,75.2,24.8,0.9,0,0,0,4350,10545,1
Lincoln County,NM,45,55,29,19.6,1.9,0,2931,5940,1
Lincoln County,NM,45,55,29,19.6,1.9,0,400,1691,1
Lincoln County,OK,58.9,41.1,19.2,12.9,0,0,3265,9542,1
Lincoln County,OR,58.7,41.3,31.8,15.8,0,0,13277,8623,0
Lincoln County,SD,87.5,12.5,2.4,0,0,0,7982,13611,1
Lincoln County,TN,70.5,29.5,12.7,5.4,2,0,3283,9791,1
Lincoln County,WA,61.1,38.9,2.3,0,0,0,1649,4024,1
Lincoln County,WI,90.3,9.7,0,0,0,0,7543,7444,0
Lincoln County,WV,92.5,7.5,0,0,0,0,2204,4336,1
Lincoln County,WY,65.8,34.2,5.9,0,0,0,1287,7144,1
Lincoln Parish,LA,55.3,44.7,26.3,10.8,0,0,7947,10731,1
Linn County,IA,82.2,17.8,5.8,0,0,0,68028,47427,0
Linn County,KS,64.4,35.6,10.6,0.7,0,0,1108,3079,1
Linn County,MO,49.4,50.6,26.3,9.9,5.6,0,2031,3331,1
Linn County,OR,50.9,49.1,26.5,18.8,3.8,0,19893,28482,1
Lipscomb County,TX,51.5,48.5,29.3,18.7,13.5,4.9,119,1044,1
Litchfield County,CT,62.5,37.5,23.2,17.7,9.3,0,43823,47207,1
Little River County,AR,63.4,36.6,21.1,7.9,2,0,1552,3385,1
Live Oak County,TX,56.7,43.3,19.6,0.6,0,0,915,3153,1
Livingston County,IL,89.6,10.4,0,0,0,0,5014,9745,1
Livingston County,KY,85.7,14.3,4.3,1.7,0,0,1346,3089,1
Livingston County,MI,81.3,18.7,5.9,0,0,0,37186,60000,1
Livingston County,MO,55.1,44.9,28.8,10.7,6.2,0.9,1906,4006,1
Livingston County,NY,75.6,24.4,11.5,7.7,4.1,0,10889,13210,1
Livingston Parish,LA,79.8,20.2,4.5,1.3,0,0,7448,45488,1
Llano County,TX,59.2,40.8,25.5,7.4,1.7,0,1818,7560,1
Logan County,AR,56.9,43.1,35,15.4,0.2,0,2009,5078,1
Logan County,CO,58.7,41.3,5.4,0,0,0,2675,6124,1
Logan County,IL,65.5,34.5,6.5,0,0,0,3974,7835,1
Logan County,KS,66,34,24.2,0,0,0,194,1084,1
Logan County,KY,87,13,5.1,3.2,0,0,3469,6899,1
Logan County,ND,59.7,40.3,20.2,8.4,2.4,0,221,799,1
Logan County,NE,84.7,15.3,1.3,0,0,0,68,356,1
Logan County,OH,93.8,6.2,0.4,0,0,0,6789,13323,1
Logan County,OK,52.3,47.7,24.4,14.2,0,0,4686,12297,1
Logan County,WV,91.6,8.4,0,0,0,0,3461,8186,1
Long County,GA,57.3,42.7,19.8,4.4,0,0,1434,2300,1
Lonoke County,AR,69.3,30.7,16.1,3.4,1.2,0,5612,17863,1
Lorain County,OH,90.6,9.4,5.4,0,0,0,78112,58095,0
Los Alamos County,NM,39.2,60.8,44.4,40,29.3,16.9,5191,4796,0
Los Angeles County,CA,16.4,83.6,69,42.7,15.2,11.4,1672164,699600,0
Loudon County,TN,74.3,25.7,17.7,10.3,4.1,1.5,5057,16701,1
Loudoun County,VA,67,33,10.3,0.6,0,0,81900,74794,0
Louisa County,IA,50.4,49.6,8.1,0.8,0,0,2449,2416,0
Louisa County,VA,63.8,36.2,12.3,0.2,0,0,6949,9207,1
Loup County,NE,80,20,1.3,0,0,0,62,290,1
Love County,OK,59.8,40.2,17,7.2,0,0,1034,2436,1
Loving County,TX,75.5,24.5,10.5,0.1,0,0,9,54,1
Lowndes County,AL,69,31,14.4,4.8,3.2,0,5747,1754,0
Lowndes County,GA,58,42,25.3,8.4,0.4,0,17118,21176,1
Lowndes County,MS,52.9,47.1,31.8,18,3.9,0,12037,12399,1
Lubbock County,TX,51.3,48.7,32.7,25.3,11.5,0.3,26088,63133,1
Lucas County,IA,41.5,58.5,22,7.6,2.5,0,1977,2248,1
Lucas County,OH,90.1,9.9,1.2,0,0,0,129229,68100,0
Luce County,MI,95.4,4.6,0,0,0,0,951,1501,1
Lumpkin County,GA,62.5,37.5,29.1,25.7,18.5,5.6,2049,8633,1
Luna County,NM,43.8,56.2,30.2,2.9,0,0,3573,3654,1
Lunenburg County,VA,62.6,37.4,18.2,0,0,0,2684,2969,1
Luzerne County,PA,72.3,27.7,5.9,0,0,0,63974,57969,0
Lycoming County,PA,80.8,19.2,4.7,1.2,0,0,15104,30490,1
Lyman County,SD,61.9,38.1,12.4,5.6,0.5,0,605,933,1
Lynn County,TX,55.9,44.1,30.5,21.7,4.9,0,464,1377,1
Lyon County,IA,85.7,14.3,2.6,0,0,0,1416,4965,1
Lyon County,KS,59.3,40.7,20.8,15.6,4.1,0.8,4972,6358,1
Lyon County,KY,90.4,9.6,4.5,2,0,0,1373,2412,1
Lyon County,MN,97.2,2.8,0,0,0,0,5465,6595,1
Mackinac County,MI,94.6,5.4,0.1,0,0,0,2652,3396,1
Macomb County,MI,91,9,0,0,0,0,207992,191896,0
Macon County,AL,60.9,39.1,21.6,9.6,4.2,0,9045,1322,0
Macon County,GA,47.2,52.8,28.9,7.6,5.2,0,3211,1545,0
Macon County,IL,76.7,23.3,2.1,0,0,0,22688,25249,1
Macon County,MO,51,49,17.6,6.7,2.9,0,2309,4700,1
Macon County,NC,71.3,28.7,23.1,18.2,10.1,1.8,5692,10817,1
Macon County,TN,83.1,16.9,5.7,3.8,1.3,0,1552,5259,1
Macoupin County,IL,74.8,25.2,8.5,0.4,0,0,9440,10909,1
Madera County,CA,50.4,49.6,24.3,16.7,14,4.5,12698,18990,1
Madison County,AL,60.8,39.2,23.1,12.1,4.5,0.4,61802,90679,1
Madison County,AR,58.8,41.2,30,8.2,0,0,2099,4262,1
Madison County,FL,64.9,35.1,13,1.1,0,0,4174,4474,1
Madison County,GA,65.2,34.8,19.1,15.4,7.7,4,2486,8441,1
Madison County,IA,68.3,31.7,11.1,2.4,1,0,3508,4492,1
Madison County,ID,74.1,25.9,3.7,0,0,0,832,13445,1
Madison County,IL,78.1,21.9,7.8,1.1,0,0,58813,60481,1
Madison County,IN,97.4,2.6,0,0,0,0,24404,26755,1
Madison County,KY,92.1,7.9,5.1,3.2,0,0,11512,21128,1
Madison County,MO,66.7,33.3,18.1,3.4,0,0,1588,3227,1
Madison County,MS,68.5,31.5,19,10.1,2.8,0,20722,28507,1
Madison County,MT,82.2,17.8,2.4,0,0,0,1285,3115,1
Madison County,NC,74,26,16.7,7.2,1.1,0,4466,5379,1
Madison County,NE,89.3,10.7,3.4,0,0,0,3368,9874,1
Madison County,NY,84.8,15.2,0.5,0,0,0,12698,12611,0
Madison County,OH,95.3,4.7,0.1,0,0,0,6700,10215,1
Madison County,TN,88.5,11.5,5.4,3.2,0,0,18360,21989,1
Madison County,TX,76.9,23.1,5.1,0.1,0,0,964,3028,1
Madison County,VA,65.5,34.5,15,0,0,0,2637,3864,1
Madison Parish,LA,60.6,39.4,19.1,10.1,1.9,0,3154,2000,0
Magoffin County,KY,89.7,10.3,5.9,3.6,0.6,0,1433,3391,1
Mahaska County,IA,50.3,49.7,30.4,3.8,0.6,0,4207,6420,1
Mahnomen County,MN,86.2,13.8,4.3,0,0,0,1276,871,0
Mahoning County,OH,90.5,9.5,4.5,0,0,0,74298,41702,0
Major County,OK,54.9,45.1,33.1,20.8,14.1,6.1,446,2700,1
Malheur County,OR,41.9,58.1,41.1,23.3,8.4,0,2701,6751,1
Manatee County,FL,79.3,20.7,11.2,5.7,0.1,0,66476,85616,1
Manistee County,MI,93.5,6.5,0,0,0,0,6467,5736,0
Manitowoc County,WI,96.4,3.6,0,0,0,0,20382,21581,1
Marathon County,WI,92.4,7.6,0,0,0,0,32330,36568,1
Marengo County,AL,66.2,33.8,15.8,6.3,4.1,0,6154,5321,0
Maricopa County,AZ,23.4,76.6,54.5,22.9,14.4,0.7,512008,654835,1
Maries County,MO,64.1,35.9,14.5,0.5,0,0,1299,3165,1
Marin County,CA,66.9,33.1,5.4,0,0,0,73450,23347,0
Marinette County,WI,94.4,5.6,0,0,0,0,9868,10609,1
Marion County,AL,53.7,46.3,24.7,11.2,4.4,1.6,2249,9696,1
Marion County,AR,63.4,36.6,24.6,12.6,0.1,0,2024,4771,1
Marion County,FL,81.6,18.4,4.6,0,0,0,66823,93036,1
Marion County,GA,56.2,43.8,23,7.9,4.5,0.7,1411,1731,1
Marion County,IA,51.7,48.3,25.6,5.9,1.2,0,7478,9810,1
Marion County,IL,81.3,18.7,1,0,0,0,6210,9229,1
Marion County,IN,92.9,7.1,0,0,0,0,215474,136131,0
Marion County,KS,55.9,44.1,26.7,21.3,12.3,0,1371,3865,1
Marion County,KY,89.7,10.3,5.1,3.2,0,0,3418,3800,1
Marion County,MO,54.9,45.1,18.4,0,0,0,4034,7926,1
Marion County,MS,82,18,4.5,1.3,0,0,3833,7118,1
Marion County,OH,90.1,9.9,0.6,0,0,0,11933,13938,1
Marion County,OR,49.7,50.3,28.2,17.5,0.5,0,54337,58435,1
Marion County,SC,65.9,34.1,4.5,0,0,0,9518,5114,0
Marion County,TN,67.9,32.1,22.6,14.6,7.6,3,3952,6268,1
Marion County,TX,55.7,44.3,27.8,13.9,1.4,0,1487,2730,1
Marion County,WV,96.3,3.7,0,0,0,0,8905,11981,1
Mariposa County,CA,56.9,43.1,20.7,14.2,13.5,5.1,3080,4434,1
Marlboro County,SC,76.1,23.9,3.6,0,0,0,7554,4010,0
Marquette County,MI,93.4,6.6,0,0,0,0,18126,13609,0
Marquette County,WI,94.6,5.4,0,0,0,0,4112,3758,0
Marshall County,AL,64,36,22.4,13.3,7.8,2.4,6271,25785,1
Marshall County,IA,77.5,22.5,5.1,0.3,0,0,10085,8411,0
Marshall County,IL,88.9,11.1,0,0,0,0,2452,3287,1
Marshall County,IN,92.9,7.1,0.2,0,0,0,6136,11260,1
Marshall County,KS,62.6,37.4,13.6,1.9,0,0,1451,3123,1
Marshall County,KY,85.6,14.4,4.5,1.9,0,0,5022,10402,1
Marshall County,MN,74.8,25.2,9.7,0.6,0,0,1854,2380,1
Marshall County,MS,69.3,30.7,11.1,2.4,0.5,0,9581,6444,0
Marshall County,OK,49.4,50.6,24.6,5.5,0,0,1396,3744,1
Marshall County,SD,58.7,41.3,14.4,0,0,0,1061,889,0
Marshall County,TN,78.2,21.8,8.1,4.8,1.8,0,3722,6823,1
Marshall County,WV,98.3,1.7,0,0,0,0,3395,6208,1
Martin County,FL,67,33,16.6,2.8,0,0,30097,48180,1
Martin County,IN,88.4,11.6,1.4,0,0,0,1351,3262,1
Martin County,KY,90.6,9.4,2.8,0.3,0,0,574,3180,1
Martin County,MN,97.9,2.1,0,0,0,0,4054,6657,1
Martin County,NC,82.9,17.1,0,0,0,0,6514,5963,0
Martin County,TX,66.1,33.9,23.7,11.6,1.1,0,247,1338,1
Mason County,IL,69,31,0,0,0,0,2867,3265,1
Mason County,KY,92.1,7.9,4.1,2.4,0,0,2592,4197,1
Mason County,MI,92.8,7.2,0.2,0,0,0,6856,7580,1
Mason County,TX,58.4,41.6,24.7,6.4,1.3,0,380,1562,1
Mason County,WA,60.2,39.8,20.8,6.7,0,0,14568,12637,0
Mason County,WV,95.4,4.6,0,0,0,0,3738,5706,1
Massac County,IL,81,19,3.6,0.8,0,0,2092,4278,1
Matagorda County,TX,72.4,27.6,5.3,0.4,0,0,3972,8026,1
Mathews County,VA,84.9,15.1,0,0,0,0,1807,3488,1
Maui County,HI,55.8,44.2,17.8,2.2,0.1,0,35979,11577,0
Maury County,TN,82,18,6.8,4.2,1.7,0,11819,20698,1
Maverick County,TX,52.8,47.2,27,15.2,5.9,1.1,8302,2171,0
Mayes County,OK,48.2,51.8,26,7.5,0.1,0,4822,9634,1
McClain County,OK,59.3,40.7,21.2,7.2,0.1,0,3191,11108,1
McCone County,MT,63.1,36.9,26.7,20.2,11,3.3,221,742,1
McCook County,SD,81.7,18.3,3,0,0,0,905,1655,1
McCormick County,SC,45.5,54.5,26.3,11,5.2,0,2637,2460,0
McCracken County,KY,80.4,19.6,5.4,1.3,0,0,10062,19979,1
McCreary County,KY,88,12,6,3.3,1.3,0,1069,4564,1
McCulloch County,TX,63.8,36.2,19.3,5.1,0.3,0,537,2419,1
McCurtain County,OK,57.3,42.7,33,8.9,1.3,0,2440,7633,1
McDonald County,MO,53.9,46.1,21.6,2.4,0,0,1920,5694,1
McDonough County,IL,80.2,19.8,1.2,0,0,0,5957,6142,1
McDowell County,NC,77.1,22.9,18.5,8.6,1.2,0,6006,11732,1
McDowell County,WV,86.6,13.4,2,0,0,0,2086,3931,1
McDuffie County,GA,47.6,52.4,17.6,4.7,3.3,0,4041,5475,1
McHenry County,IL,95.1,4.9,1.5,0,0,0,59691,71488,1
McHenry County,ND,33.9,66.1,50.8,14.4,2.1,0,924,1651,1
McIntosh County,GA,55.1,44.9,15.1,3.4,0,0,2860,3405,1
McIntosh County,ND,60,40,22.4,10.2,4.7,0,456,1028,1
McIntosh County,OK,64.4,35.6,25.7,15.8,0,0,2767,4498,1
McKean County,PA,95.9,4.1,0.9,0,0,0,5260,9494,1
McKenzie County,ND,51.6,48.4,31.3,9.1,1.9,0.1,926,2450,1
McKinley County,NM,26.4,73.6,56.5,41.4,29.8,11.5,15363,5420,0
McLean County,IL,79.8,20.2,0,0,0,0,31590,39638,1
McLean County,KY,93.7,6.3,4.5,2.5,0,0,1432,2705,1
McLean County,ND,48,52,33.9,10,5.2,0.1,1660,3130,1
McLennan County,TX,56.6,43.4,24,13.6,2,0.2,25688,47885,1
McLeod County,MN,99.9,0.1,0,0,0,0,6970,11069,1
McMinn County,TN,71.9,28.1,24,19.2,6.2,3.1,4603,12958,1
McMullen County,TX,63,37,13.8,1.2,0,0,67,436,1
McNairy County,TN,72.3,27.7,9.2,2.6,0,0,2643,7010,1
McPherson County,KS,57.4,42.6,29.5,19,8.7,0,3384,8399,1
McPherson County,NE,83.9,16.1,1.3,0,0,0,41,237,1
McPherson County,SD,53.4,46.6,25.2,9.6,1,0,272,921,1
Meade County,KS,51.9,48.1,33.6,20.3,13.1,4.5,254,1394,1
Meade County,KY,91.3,8.7,4.5,1.9,0,0,4122,6606,1
Meade County,SD,39.6,60.4,52.6,22.7,7.6,0,2928,7560,1
Meagher County,MT,76.5,23.5,7.7,3.7,0.9,0,269,670,1
Mecklenburg County,NC,70.4,29.6,9.7,0,0,0,270705,170490,0
Mecklenburg County,VA,63.1,36.9,16.7,0,0,0,6786,7855,1
Mecosta County,MI,93.1,6.9,0,0,0,0,7515,9175,1
Medina County,OH,88.1,11.9,7.2,0,0,0,37841,49464,1
Medina County,TX,62.4,37.6,14.3,0.8,0,0,4760,11016,1
Meeker County,MN,100,0,0,0,0,0,4969,6913,1
Meigs County,OH,94,6,0,0,0,0,3911,5782,1
Meigs County,TN,71.8,28.2,21.6,13.2,5.9,2.9,1163,2728,1
Mellette County,SD,56.8,43.2,18.9,6.8,0.1,0,375,381,1
Menard County,IL,59.3,40.7,8.5,0,0,0,2095,3944,1
Menard County,TX,63.3,36.7,21.8,3.8,0.5,0,170,663,1
Mendocino County,CA,65,35,13.7,0,0,0,11869,5129,0
Menifee County,KY,91.6,8.4,5.1,3.2,0,0,1048,1484,1
Menominee County,MI,96.7,3.3,0,0,0,0,5244,5565,1
Menominee County,WI,93.5,6.5,0,0,0,0,1191,179,0
Merced County,CA,43.9,56.1,24.5,15,14.1,0,26128,23403,0
Mercer County,IL,62.5,37.5,3.4,0.5,0,0,4503,3874,0
Mercer County,KY,91.6,8.4,5.1,3.2,0,0,2966,6820,1
Mercer County,MO,43.8,56.2,20,4.3,1.5,0,353,1255,1
Mercer County,ND,50.6,49.4,28.1,9.3,5.4,0.2,1161,3132,1
Mercer County,NJ,78.2,21.8,14,3.5,0,0,94300,43155,0
Mercer County,OH,91.3,8.7,0.1,0,0,0,4609,16207,1
Mercer County,PA,92.9,7.1,0,0,0,0,23082,24304,1
Mercer County,WV,83.9,16.1,1.4,0,0,0,5416,15406,1
Meriwether County,GA,59.8,40.2,23,14.6,11.5,5.3,4328,4855,1
Merrick County,NE,83.9,16.1,0,0,0,0,921,2477,1
Merrimack County,NH,68,32,25.5,16.9,1.1,0,44635,34451,0
Mesa County,CO,34.6,65.4,43.2,36.2,11.8,1.2,22448,45087,1
Metcalfe County,KY,88.7,11.3,5.4,3.7,1.4,0,1425,2676,1
Miami-Dade County,FL,73.6,26.4,10.3,2,0,0,540776,332602,0
Miami County,IN,93.6,6.4,0,0,0,0,4220,8163,1
Miami County,KS,63.4,36.6,13.5,4.6,0.8,0,4635,9726,1
Miami County,OH,93.9,6.1,0.2,0,0,0,15731,33650,1
Middlesex County,CT,70.2,29.8,24.4,16.4,1,0,47851,34533,0
Middlesex County,MA,68.3,31.7,22.3,15.7,11.1,0,467173,266307,0
Middlesex County,NJ,78.3,21.7,13.5,2.9,0,0,179515,102472,0
Middlesex County,VA,83.4,16.6,0,0,0,0,2370,3619,1
Midland County,MI,92.9,7.1,0,0,0,0,17480,23942,1
Midland County,TX,63.2,36.8,20.4,11.3,2.3,0,8223,35452,1
Mifflin County,PA,75.7,24.3,11.5,0,0,0,4259,11893,1
Milam County,TX,62.3,37.7,16.2,3.3,0,0,2632,5478,1
Millard County,UT,31.1,68.9,42.2,9,0,0,424,4421,1
Mille Lacs County,MN,97.5,2.5,0,0,0,0,5829,6951,1
Miller County,AR,59.8,40.2,24.2,9.4,0.5,0,4518,10622,1
Miller County,GA,63.6,36.4,19.3,7.3,0.4,0,848,1904,1
Miller County,MO,62.1,37.9,10,0,0,0,2651,8099,1
Mills County,IA,93.3,6.7,0,0,0,0,2842,4211,1
Mills County,TX,67.4,32.6,14.6,5.5,0.6,0,279,1882,1
Milwaukee County,WI,88.7,11.3,1.2,0,0,0,328090,158430,0
Miner County,SD,81.4,18.6,2.6,0,0,0,479,636,1
Mineral County,CO,47.5,52.5,40.8,38.2,28.4,9.6,291,344,1
Mineral County,MT,69.2,30.8,14.1,2.9,0,0,698,1212,1
Mineral County,WV,93.2,6.8,0,0,0,0,2836,7687,1
Mingo County,WV,90.5,9.5,0.6,0,0,0,2421,6163,1
Minidoka County,ID,73.4,26.6,0,0,0,0,1390,5442,1
Minnehaha County,SD,85.8,14.2,2,0,0,0,34668,40330,1
Missaukee County,MI,93.7,6.3,0.1,0,0,0,2274,4665,1
Mississippi County,AR,85.3,14.7,6.4,1.6,0,0,6445,6599,1
Mississippi County,MO,78.7,21.3,5.2,1.5,0,0,1857,2996,1
Missoula County,MT,70.2,29.8,10.4,3.2,0,0,34380,23285,0
Mitchell County,GA,57.8,42.2,21.3,9.7,0.6,0,4081,4153,1
Mitchell County,IA,95.1,4.9,0,0,0,0,2831,2643,0
Mitchell County,KS,66.4,33.6,16.8,0,0,0,576,2293,1
Mitchell County,NC,76.5,23.5,13.2,1.9,0,0,1810,5778,1
Mitchell County,TX,70.1,29.9,19.9,9.2,0.1,0,536,1754,1
Mobile County,AL,70.3,29.7,9.5,3.2,0.6,0,78417,94566,1
Modoc County,CA,63.6,36.4,10.4,1.4,0,0,1113,2779,1
Moffat County,CO,36.9,63.1,31.1,17.3,4.3,0,1291,4616,1
Mohave County,AZ,48.1,51.9,38.7,17.6,3.1,0,18324,46442,1
Moniteau County,MO,58.2,41.8,18.9,7.2,1.6,0,1608,4703,1
Monmouth County,NJ,82,18,10.1,0,0,0,125471,140376,1
Mono County,CA,68.3,31.7,16,13.9,11.8,1.5,2574,2202,0
Monona County,IA,91.3,8.7,0,0,0,0,2098,2555,1
Monongalia County,WV,98.9,1.1,0,0,0,0,13664,16672,1
Monroe County,AL,71.3,28.7,15.2,4.8,2.3,0,4897,5730,1
Monroe County,AR,74.3,25.7,12.3,2.2,0,0,1583,1585,1
Monroe County,FL,0,0,0,0,0,0,19392,19234,0
Monroe County,GA,46.6,53.4,23.7,11,6.1,4.1,3779,8352,1
Monroe County,IA,35.6,64.4,23.6,6.9,0.1,0,1729,2022,1
Monroe County,IL,71.2,28.8,20.6,2.6,0,0,6205,10879,1
Monroe County,IN,88.5,11.5,1.9,0,0,0,22885,16254,0
Monroe County,KY,84.8,15.2,5.7,3.8,1.6,0,936,3762,1
Monroe County,MI,85.8,14.2,0.3,0,0,0,36310,35593,0
Monroe County,MO,58.4,41.6,22.1,0.9,0,0,1398,2564,1
Monroe County,MS,49.5,50.5,31.4,18,5.1,2.5,6990,9661,1
Monroe County,NY,73.4,26.6,12.7,7.3,1.3,0,178491,124769,0
Monroe County,OH,94.3,5.7,0,0,0,0,3007,3540,1
Monroe County,PA,71.6,28.4,17.1,5.4,0,0,33431,25100,0
Monroe County,TN,72.5,27.5,23.1,16.5,5.7,2.4,4368,11717,1
Monroe County,WI,91.5,8.5,0.9,0,0,0,9505,9637,1
Monroe County,WV,83.2,16.8,0,0,0,0,1441,3571,1
Montague County,TX,70.8,29.2,15.5,5.8,0,0,1116,6539,1
Montcalm County,MI,90.3,9.7,0.7,0,0,0,11431,13624,1
Monterey County,CA,42.8,57.2,24.3,12.8,10.3,7.1,51712,25087,0
Montezuma County,CO,37.1,62.9,44.1,38.4,33.2,25.1,4486,7372,1
Montgomery County,AL,65.9,34.1,18,7.5,4.1,0,62993,38283,0
Montgomery County,AR,64.8,35.2,22.3,5.9,2.5,0,920,2368,1
Montgomery County,GA,56.6,43.4,10,0.1,0,0,1135,2662,1
Montgomery County,IA,86.3,13.7,0,0,0,0,1919,2999,1
Montgomery County,IL,81.4,18.6,3.5,0,0,0,5053,6771,1
Montgomery County,IN,87.5,12.5,2.4,0,0,0,4244,9768,1
Montgomery County,KS,60.8,39.2,19.5,3.4,0,0,3406,8417,1
Montgomery County,KY,92,8,5.1,3.2,0,0,3701,6398,1
