county,state,None,D0,D1,D2,D3,D4,Overall D,blue_2012,red_2012,blue_2016,red_2016,target_2012,target_2016
Franklin County,WA,63.4,36.6,6.1,0,0,0,42.7,6876,11657,7839,11358,1,1
Franklin Parish,LA,57.9,42.1,24,11.1,1.9,0,79.1,2921,6294,2506,6514,1,1
Frederick County,MD,70.3,29.7,7.5,0,0,0,37.2,51187,55495,51891,56472,1,1
Frederick County,VA,86.6,13.4,0,0,0,0,13.4,12683,22851,11920,26069,1,1
Freeborn County,MN,99.2,0.8,0,0,0,0,0.8,9327,6970,6041,8808,0,1
Freestone County,TX,62.3,37.7,19.5,6,0,0,63.2,1848,5644,1461,5995,1,1
Fremont County,CO,38,62,39.3,21.4,3.9,0,126.6,6644,13087,5275,15066,1,1
Fremont County,IA,89,11,2.6,0,0,0,13.6,1636,1971,959,2401,1,1
Fremont County,ID,74.3,25.7,3.8,0,0,0,29.5,810,4907,651,4091,1,1
Fremont County,WY,90,10,0.1,0,0,0,10.1,5333,11072,4200,11167,1,1
Fresno County,CA,43.4,56.6,34.1,17.4,14.3,8.1,130.5,85862,91143,123660,113949,1,0
Frio County,TX,63.2,36.8,17.2,2.2,0,0,56.2,2376,1559,1401,1232,0,0
Frontier County,NE,69.1,30.9,0,0,0,0,30.9,381,1005,161,1106,1,1
Fulton County,AR,61.2,38.8,25.5,14,6.8,0,85.1,1452,2949,1067,3470,1,1
Fulton County,GA,65,35,22.9,16.2,7.3,0,81.4,248479,133837,281875,110372,0,0
Fulton County,IL,78.9,21.1,0.1,0,0,0,21.2,8324,6622,6118,8482,0,1
Fulton County,IN,91.4,8.6,0.2,0,0,0,8.8,2621,5315,1960,6010,1,1
Fulton County,KY,80.5,19.5,6.4,1.7,0,0,27.6,1022,1425,774,1549,1,1
Fulton County,NY,80.8,19.2,5.7,0,0,0,24.9,7916,9811,5805,12759,1,1
Fulton County,OH,91.9,8.1,0.6,0,0,0,8.7,8790,11521,5981,13419,1,1
Fulton County,PA,88.2,11.8,0.2,0,0,0,12,1297,4780,904,5676,1,1
Furnas County,NE,66.8,33.2,0,0,0,0,33.2,422,1767,304,1915,1,1
Gadsden County,FL,64.1,35.9,17.2,4,0,0,57.1,15768,6628,14994,6721,0,0
Gage County,NE,74.9,25.1,1.3,0,0,0,26.4,3870,5470,2930,6333,1,1
Gaines County,TX,61.2,38.8,24.2,9.9,0.8,0,73.7,535,3484,597,3907,1,1
Gallatin County,IL,81.1,18.9,0.5,0,0,0,19.4,1028,1492,656,1942,1,1
Gallatin County,KY,93.3,6.7,3.1,1.2,0,0,11,1238,1758,749,2443,1,1
Gallatin County,MT,81.1,18.9,3.8,0.2,0,0,22.9,21534,24051,23879,23360,1,0
Gallia County,OH,93.6,6.4,0,0,0,0,6.4,3418,5912,2564,9567,1,1
Galveston County,TX,83.5,16.5,3.5,0,0,0,20,39162,68594,45503,73566,1,1
Garden County,NE,74,26,4,0,0,0,30,242,829,153,869,1,1
Garfield County,CO,38.1,61.9,42.6,32.8,9.6,0,146.9,10989,12159,11205,13071,1,1
Garfield County,MT,67.7,32.3,24.1,20.2,14,5,95.6,66,622,34,653,1,1
Garfield County,NE,78.8,21.2,4.2,0,0,0,25.4,147,762,121,819,1,1
Garfield County,OK,52,48,30.2,16.1,4.4,0,98.7,4732,15176,4391,15998,1,1
Garfield County,UT,39.5,60.5,41,30.4,15.9,0,147.8,306,1811,352,1577,1,1
Garfield County,WA,65,35,10.3,0,0,0,45.3,335,912,276,841,1,1
Garland County,AR,65.2,34.8,20.7,5.7,2.5,0,63.7,13317,25031,12283,26053,1,1
Garrard County,KY,92,8,5.1,3.2,0,0,16.3,1661,5310,1453,5904,1,1
Garrett County,MD,96.9,3.1,0,0,0,0,3.1,2792,9102,2252,10189,1,1
Garvin County,OK,64.1,35.9,17.8,4.3,0.3,0,58.3,2556,6922,1852,8243,1,1
Garza County,TX,57.5,42.5,29,22.2,6.8,0,100.5,276,1262,224,1223,1,1
Gasconade County,MO,64.3,35.7,18.1,3.1,0.2,0,57.1,2099,4895,1519,5670,1,1
Gaston County,NC,69.6,30.4,13.9,1.4,0,0,45.7,32903,55817,30982,61467,1,1
Gates County,NC,84,16,0,0,0,0,16,2745,2532,2371,2851,0,1
Geary County,KS,60.2,39.8,20.8,16.7,2.7,0,80,3158,4242,2569,4116,1,1
Geauga County,OH,90.4,9.6,1.2,0,0,0,10.8,19295,30104,17165,29577,1,1
Gem County,ID,52.9,47.1,17.6,0,0,0,64.7,1957,5311,1229,5980,1,1
Genesee County,MI,85.9,14.1,5,0,0,0,19.1,128972,71807,102744,84174,0,0
Genesee County,NY,74.8,25.2,12.8,7.6,4,0,49.6,8886,13701,6946,15986,1,1
Geneva County,AL,64.4,35.6,25,9.2,1.3,0,71.1,2039,9173,1522,9967,1,1
Gentry County,MO,59.8,40.2,18.7,9.8,6,0.8,75.5,937,1986,605,2304,1,1
George County,MS,83.9,16.1,7,2.7,1.2,0,27,1352,8353,1013,8652,1,1
Georgetown County,SC,57.1,42.9,17.8,1.1,0,0,61.8,14119,16476,13234,17334,1,1
Gibson County,IN,77.1,22.9,1.4,0,0,0,24.3,4928,9487,3720,11079,1,1
Gibson County,TN,84.3,15.7,5.1,3,0,0,23.8,6564,12883,5255,13779,1,1
Gila County,AZ,25.7,74.3,48.2,25.8,17.5,2.6,168.4,6650,11525,6746,13672,1,1
Gilchrist County,FL,81.8,18.2,2.6,0,0,0,20.8,1885,5917,1457,6740,1,1
Giles County,TN,71.9,28.1,10.4,5.2,3,0,46.7,3759,6914,2915,7964,1,1
Giles County,VA,84.6,15.4,0.7,0,0,0,16.1,2730,4660,1949,5930,1,1
Gillespie County,TX,60.6,39.4,26.1,8,3.5,0,77,2055,10305,2286,10445,1,1
Gilliam County,OR,37,63,30.7,14.2,0,0,107.9,371,637,221,632,1,1
Gilmer County,GA,68,32,26.3,23.6,18.8,6,106.7,1955,8920,1955,10465,1,1
Gilmer County,WV,97.4,2.6,0,0,0,0,2.6,830,1580,537,1889,1,1
Gilpin County,CO,45.6,54.4,25.5,0.6,0,0,80.5,1854,1320,1634,1564,0,0
Glacier County,MT,67.2,32.8,14.1,7.5,0.9,0,55.3,2784,1391,3076,1598,0,0
Glades County,FL,69.7,30.3,17.3,7.2,1.6,0,56.4,1603,2344,1271,2996,1,1
Gladwin County,MI,99.9,0.1,0,0,0,0,0.1,5760,6661,3794,8124,1,1
Glascock County,GA,46,54,21.1,4.3,3.5,0,82.9,176,1135,138,1235,1,1
Glasscock County,TX,60.9,39.1,24.3,12.4,3.5,0,79.3,44,526,34,553,1,1
Glenn County,CA,54.1,45.9,27.4,0,0,0,73.3,3276,5608,3065,5788,1,1
Gloucester County,NJ,82.1,17.9,5,0,0,0,22.9,72960,58915,66355,66949,0,1
Gloucester County,VA,84.3,15.7,0,0,0,0,15.7,6764,12137,5399,13087,1,1
Glynn County,GA,54.2,45.8,14.7,6.1,0.1,0,66.7,11922,20853,11738,21482,1,1
Gogebic County,MI,93.2,6.8,0,0,0,0,6.8,4058,3444,2925,4019,0,1
Golden Valley County,MT,78.9,21.1,14.1,4.7,1,0,40.9,110,351,71,365,1,1
Golden Valley County,ND,38.3,61.7,27.7,10.8,6.9,0,107.1,161,740,99,793,1,1
Goliad County,TX,65.2,34.8,16.4,2.8,0.2,0,54.2,1127,2294,973,2618,1,1
Gonzales County,TX,61.7,38.3,15.2,0.1,0,0,53.6,1773,4213,1567,4580,1,1
Goochland County,VA,66,34,9,0,0,0,43,4676,8448,4884,8374,1,1
Goodhue County,MN,97.8,2.2,0,0,0,0,2.2,12212,12986,9446,14041,1,1
Gooding County,ID,58.9,41.1,0,0,0,0,41.1,1287,3696,930,3743,1,1
Gordon County,GA,63,37,26.8,24.3,17.3,6.5,111.9,3436,13174,3176,15171,1,1
Goshen County,WY,81.7,18.3,0.1,0,0,0,18.4,1458,4178,924,4418,1,1
Gosper County,NE,66.5,33.5,0,0,0,0,33.5,230,732,165,792,1,1
Gove County,KS,63.8,36.2,17.3,0.3,0,0,53.8,174,1155,149,1127,1,1
Grady County,GA,53.6,46.4,22.3,7.7,0,0,76.4,3419,5922,3005,6047,1,1
Grady County,OK,53.1,46.9,16.8,3.9,0,0,67.6,4780,14818,3878,17293,1,1
Grafton County,NH,71.7,28.3,13.6,3.9,0,0,45.8,29826,18207,28510,19010,0,0
Graham County,AZ,34.7,65.3,48,26,6.2,0,145.5,3608,8076,3301,8025,1,1
Graham County,KS,65.9,34.1,6.3,0,0,0,40.4,248,1044,185,1013,1,1
Graham County,NC,70.3,29.7,23.4,16.2,8.2,1.9,79.4,1115,2743,761,3260,1,1
Grainger County,TN,73.5,26.5,15.4,4.9,1.9,0,48.7,1668,5469,1154,6618,1,1
Grand County,CO,50,50,21.8,11.8,2.8,0,86.4,3575,4149,3319,4467,1,1
Grand County,UT,32.1,67.9,42.7,34.4,9.9,0,154.9,1678,1917,1932,1934,1,1
Grand Forks County,ND,73.9,26.1,2.6,0.9,0,0,29.6,14008,15044,10828,16325,1,1
Grand Isle County,VT,69.6,30.4,21.5,1.7,0,0,53.6,2531,1471,2094,1487,0,0
Grand Traverse County,MI,94.6,5.4,0.2,0,0,0,5.6,20875,26532,20964,27412,1,1
Granite County,MT,64.3,35.7,14.1,1.1,0,0,50.9,533,1107,469,1185,1,1
Grant County,AR,69.9,30.1,14.8,5.7,1.8,0,52.4,1467,4829,1407,5160,1,1
Grant County,IN,99.3,0.7,0,0,0,0,0.7,9589,15148,7029,17009,1,1
Grant County,KS,60.6,39.4,32.8,26.7,9.6,2.8,111.3,437,1742,427,1755,1,1
Grant County,KY,93,7,3.6,2,0,0,12.6,2810,5664,1910,7268,1,1
Grant County,MN,90.1,9.9,1.4,0,0,0,11.3,1647,1748,1104,2063,1,1
Grant County,ND,56.7,43.3,33.6,11.3,5.1,0.1,93.4,331,1012,187,1098,1,1
Grant County,NE,90.5,9.5,0.8,0,0,0,10.3,30,322,20,367,1,1
Grant County,NM,38.2,61.8,40.2,18.5,2,0,122.5,7009,5286,6226,5251,0,0
Grant County,OK,52.9,47.1,26.1,15.2,6.6,0,95,393,1674,287,1827,1,1
Grant County,OR,32.8,67.2,47.3,22.6,2.2,0,139.3,834,2848,732,3187,1,1
Grant County,SD,87.3,12.7,2.7,0,0,0,15.4,1493,2034,970,2381,1,1
Grant County,WA,52.8,47.2,0.6,0,0,0,47.8,8746,17570,7768,18482,1,1
Grant County,WI,92.5,7.5,0.5,0,0,0,8,13574,10255,10047,12347,0,1
Grant County,WV,91.7,8.3,0,0,0,0,8.3,713,3775,510,4338,1,1
Grant Parish,LA,62.5,37.5,17.8,6.1,1.3,0,62.7,1421,7082,1181,7406,1,1
Granville County,NC,65.9,34.1,14.5,0,0,0,48.6,13529,12332,12827,13500,0,1
Gratiot County,MI,91,9,0.2,0,0,0,9.2,7606,8236,5665,9878,1,1
Graves County,KY,83.8,16.2,5.6,1.9,0,0,23.7,4547,10699,3308,12671,1,1
Gray County,KS,56.8,43.2,34.6,21.6,8.5,1.6,109.5,304,1568,257,1651,1,1
Gray County,TX,47.8,52.2,31.4,20.4,14.8,5.1,123.9,885,6428,699,6495,1,1
Grays Harbor County,WA,62.2,37.8,20,8.7,0,0,66.5,15692,11743,11378,13269,0,1
Grayson County,KY,91.5,8.5,5.1,3.2,0,0,16.8,2744,6404,1959,8219,1,1
Grayson County,TX,60.7,39.3,14,4.9,0,0,58.2,10665,30907,10276,35274,1,1
Grayson County,VA,76.6,23.4,8.4,0,0,0,31.8,2094,4801,1407,5593,1,1
Greeley County,KS,59.9,40.1,29,7.9,0,0,77,112,539,83,523,1,1
Greeley County,NE,76.6,23.4,6.6,0,0,0,30,340,820,210,911,1,1
Green County,KY,89.9,10.1,5.1,3.4,0.1,0,18.7,1165,3634,832,4372,1,1
Green County,WI,95,5,0,0,0,0,5,11196,7848,9121,8693,0,0
Green Lake County,WI,95,5,0,0,0,0,5,3790,5779,2700,6210,1,1
Greenbrier County,WV,87.8,12.2,0,0,0,0,12.2,4681,7873,3743,9499,1,1
Greene County,AL,64.5,35.5,24,12.8,7.3,0,79.6,4514,799,4006,838,0,0
Greene County,AR,75.3,24.7,15.4,2.2,0,0,42.3,3998,9066,3056,10698,1,1
Greene County,GA,51.1,48.9,25.5,12.7,8.9,5.4,101.4,3195,5067,3194,5488,1,1
Greene County,IA,85.3,14.7,3.8,0,0,0,18.5,2369,2373,1688,2819,1,1
Greene County,IL,63.1,36.9,12.3,0.5,0,0,49.7,2023,3446,1202,4139,1,1
Greene County,IN,90.1,9.9,0.1,0,0,0,10,4340,8457,2929,10275,1,1
Greene County,MO,56.1,43.9,16,2.7,0.3,0,62.9,46130,76786,42400,77387,1,1
Greene County,MS,84.1,15.9,6.5,4.1,1.5,0,28,1325,4528,956,4309,1,1
Greene County,NC,84.3,15.7,0,0,0,0,15.7,3761,4393,3570,4358,1,1
Greene County,NY,67.6,32.4,16.5,0.8,0,0,49.7,7911,9935,6370,11546,1,1
Greene County,OH,96.2,3.8,0,0,0,0,3.8,31028,48683,28023,47506,1,1
Greene County,PA,99.7,0.3,0,0,0,0,0.3,5564,7985,4157,10394,1,1
Greene County,TN,74.9,25.1,10.4,2.1,0.3,0,37.9,6216,17234,4211,18538,1,1
Greene County,VA,64.7,35.3,15.7,0,0,0,51,3284,5558,2923,5943,1,1
Greenlee County,AZ,32.2,67.8,46.5,30.2,9.5,0,154,1310,1590,1092,1892,1,1
Greensville County,VA,71.8,28.2,3.4,0,0,0,31.6,3135,1766,2558,1737,0,0
Greenup County,KY,91.9,8.1,2.7,0,0,0,10.8,6027,8855,4146,11546,1,1
Greenville County,SC,67.8,32.2,19.5,13.1,5,0,69.8,67378,120514,73338,125595,1,1
Greenwood County,KS,65.6,34.4,13.9,5.9,0,0,54.2,653,1986,484,2146,1,1
Greenwood County,SC,50.9,49.1,27.7,7.5,1.8,0,86.1,11884,16290,10633,16881,1,1
Greer County,OK,54.1,45.9,32,25.3,19.1,2,124.3,488,1344,323,1482,1,1
Gregg County,TX,63.8,36.2,22.1,7.2,0.3,0,65.8,12336,28665,11623,28693,1,1
Gregory County,SD,76.6,23.4,6.5,1.8,0,0,31.7,599,1507,391,1600,1,1
Grenada County,MS,71.4,28.6,15.6,6.6,1.7,0,52.5,5279,5980,4386,5940,1,1
Griggs County,ND,69.3,30.7,1.9,0,0,0,32.6,535,770,298,847,1,1
Grimes County,TX,86.9,13.1,0.5,0,0,0,13.6,2339,6141,2194,7065,1,1
Grundy County,IA,94.4,5.6,0,0,0,0,5.6,2615,4205,1847,4516,1,1
Grundy County,IL,90.9,9.1,0.1,0,0,0,9.2,9319,11198,8021,13417,1,1
Grundy County,MO,48.3,51.7,24.2,10.4,6.8,1.5,94.6,1212,3030,780,3462,1,1
Grundy County,TN,72.8,27.2,13.9,7.2,2.3,0,50.6,1637,2502,998,3626,1,1
Guadalupe County,NM,43.6,56.4,32,24.2,12.4,0,125,1388,518,962,591,0,0
Guadalupe County,TX,60.3,39.7,17,1.4,0,0,58.1,15654,32959,18308,36495,1,1
Guernsey County,OH,91.1,8.9,0.3,0,0,0,9.2,7226,8811,4286,11164,1,1
Guilford County,NC,63.9,36.1,11.9,0,0,0,48,145483,103964,147949,97461,0,0
Gulf County,FL,68.5,31.5,22.4,4.5,0,0,58.4,2013,4995,1715,5320,1,1
Gunnison County,CO,43.9,56.1,39.6,31.3,19.2,1.4,147.6,4563,3106,5068,3250,0,0
Guthrie County,IA,85.1,14.9,0.6,0,0,0,15.5,2565,3164,1720,3603,1,1
Gwinnett County,GA,64.2,35.8,24.2,20.3,8,0,88.3,131879,159563,165063,146463,1,0
Haakon County,SD,29.7,70.3,46.2,20.8,5.3,0,142.6,138,940,77,936,1,1
Habersham County,GA,64,36,26.6,21.6,17.7,3.9,105.8,2297,12148,2483,13184,1,1
Hale County,AL,63.9,36.1,20.9,10.9,5.2,0.2,73.3,5401,3205,4772,3172,0,0
Hale County,TX,60,40,28.9,23.9,6.5,0.3,99.6,2228,6417,2090,6347,1,1
Halifax County,NC,74.5,25.5,1.5,0,0,0,27,16931,8686,15642,8954,0,0
Halifax County,VA,65.1,34.9,18.7,0,0,0,53.6,7760,8699,6890,9698,1,1
Hall County,GA,65,35,27.1,22.5,8.9,2.5,96,12489,45918,16153,51681,1,1
Hall County,NE,68.4,31.6,2.6,0,0,0,34.2,6971,12412,6142,14139,1,1
Hall County,TX,54.1,45.9,26.2,15.9,9.8,0.1,97.9,265,832,164,891,1,1
Hamblen County,TN,72,28,13.6,4.9,1.8,0,48.3,5229,14515,4075,15839,1,1
Hamilton County,FL,63.6,36.4,13.6,1.6,0,0,51.6,2226,3137,1899,3439,1,1
Hamilton County,IA,86.8,13.2,2.8,0,0,0,16,3776,3986,2715,4450,1,1
Hamilton County,IL,76.9,23.1,0,0,0,0,23.1,1266,2566,800,3205,1,1
Hamilton County,IN,92.2,7.8,0,0,0,0,7.8,43794,90740,57214,87299,1,1
Hamilton County,KS,60.1,39.9,29.9,17.5,3.8,0,91.1,159,678,114,690,1,1
Hamilton County,NE,78.8,21.2,0,0,0,0,21.2,1136,3582,873,3763,1,1
Hamilton County,NY,69.8,30.2,13.5,0.1,0,0,43.8,955,1652,752,1795,1,1
Hamilton County,OH,96.3,3.7,0,0,0,0,3.7,208508,188653,207587,169972,0,0
Hamilton County,TN,70.4,29.6,24.4,17.7,10.9,5.2,87.8,58794,79877,55260,78661,1,1
Hamilton County,TX,72,28,13.5,4.2,0.6,0,46.3,591,2918,479,3056,1,1
Hamlin County,SD,87,13,0.3,0,0,0,13.3,921,1803,555,2051,1,1
Hampden County,MA,70.1,29.9,22.2,19.9,5.9,0,77.9,122571,72318,110313,78230,0,0
Hampshire County,MA,70.5,29.5,21.6,19.8,6.6,0,77.5,56552,21366,54572,22089,0,0
Hampshire County,WV,92.5,7.5,0,0,0,0,7.5,2294,5514,1576,6646,1,1
Hampton County,SC,47.1,52.9,22,3.1,0,0,78,5814,3310,5163,3483,0,0
Hancock County,GA,44,56,21.5,10.7,6,2.4,96.6,3301,764,2695,841,0,0
Hancock County,IA,96.3,3.7,0,0,0,0,3.7,2506,3306,1582,3972,1,1
Hancock County,IL,70.9,29.1,9.6,1.2,0,0,39.9,3246,4810,1744,5713,1,1
Hancock County,IN,97.8,2.2,0,0,0,0,2.2,9303,22750,8901,25050,1,1
Hancock County,KY,91.5,8.5,4.5,0.6,0,0,13.6,1833,2212,1244,2788,1,1
Hancock County,ME,54.8,45.2,21.4,3.5,0,0,70.1,17533,12398,16107,13682,0,0
Hancock County,MS,80.7,19.3,4.5,1.3,0,0,25.1,3879,12859,3320,13720,1,1
Hancock County,OH,89.4,10.6,3.2,0,0,0,13.8,12192,22077,9419,23777,1,1
Hancock County,TN,82.1,17.9,7.1,3.1,1.5,0,29.6,475,1527,322,1842,1,1
Hancock County,WV,95.2,4.8,0,0,0,0,4.8,4571,7159,3247,8870,1,1
Hand County,SD,49.6,50.4,14.2,3.4,0,0,68,575,1242,334,1391,1,1
Hanover County,VA,73.9,26.1,3.4,0,0,0,29.5,18283,39920,19360,39592,1,1
Hansford County,TX,59.7,40.3,24.1,16.2,10.5,1.9,93,158,1787,171,1730,1,1
Hanson County,SD,80.1,19.9,3.9,0,0,0,23.8,760,1627,424,1497,1,1
Haralson County,GA,61.8,38.2,29.1,21.7,10.2,7,106.2,1787,8439,1474,9579,1,1
Hardee County,FL,79.1,20.9,10.8,6.3,2.2,0,40.2,2461,4694,2147,5238,1,1
Hardeman County,TN,78.2,21.8,7.5,2.3,0,0,31.6,5479,4864,4174,4912,0,1
Hardeman County,TX,53,47,35.3,27.9,18.5,1.8,130.5,302,1176,249,1207,1,1
Hardin County,IA,89.2,10.8,0.2,0,0,0,11,4021,4647,2774,5231,1,1
Hardin County,IL,85,15,2.8,0.5,0,0,18.3,742,1535,419,1650,1,1
Hardin County,KY,91.5,8.5,5,3.1,0,0,16.6,15214,23357,13944,26970,1,1
Hardin County,OH,89.9,10.1,1.3,0,0,0,11.4,4487,7337,2870,8541,1,1
Hardin County,TN,66.3,33.7,10.6,2.7,0,0,47,2467,7886,1622,8012,1,1
Hardin County,TX,80.7,19.3,8.5,1,0,0,28.8,3358,17744,2779,19600,1,1
Harding County,NM,53.9,46.1,31,22.3,12.7,0.1,112.2,260,326,156,311,1,1
Harding County,SD,42.5,57.5,44.1,14.7,1.5,0,117.8,82,638,38,694,1,1
Hardy County,WV,87.2,12.8,0,0,0,0,12.8,1477,3523,1249,4544,1,1
Harford County,MD,68.7,31.3,15.3,0.4,0,0,47,46390,69496,43803,74261,1,1
Harlan County,KY,86.7,13.3,6.4,3.2,1.2,0,24.1,1830,8653,1372,9129,1,1
Harlan County,NE,65.2,34.8,0,0,0,0,34.8,311,1248,219,1302,1,1
Harmon County,OK,53.1,46.9,35,26.9,18.6,1.8,129.2,264,659,224,714,1,1
Harnett County,NC,67.8,32.2,5.5,0,0,0,37.7,16858,25070,16452,27278,1,1
Harney County,OR,36.8,63.2,46.5,23.6,5.1,0,138.4,829,2599,682,2904,1,1
Harper County,KS,58.8,41.2,24.9,18.9,9.3,0.4,94.7,536,1723,388,1950,1,1
Harper County,OK,43.2,56.8,39.6,24,13.8,6.5,140.7,173,1261,131,1307,1,1
Harris County,GA,61.6,38.4,25.2,13.1,8,4.7,89.4,4141,11193,4082,11931,1,1
Harris County,TX,88.5,11.5,1.3,0,0,0,12.8,585451,584866,706471,544960,0,0
Harrison County,IA,88.1,11.9,0.1,0,0,0,12,3131,4059,2123,4892,1,1
Harrison County,IN,89.7,10.3,4.5,1.4,0,0,16.2,6600,10629,4776,12993,1,1
Harrison County,KY,92.7,7.3,4.5,3.1,0,0,14.9,2471,4556,2031,5435,1,1
Harrison County,MO,55.6,44.4,17.9,5.9,3,0,71.2,984,2624,574,2965,1,1
Harrison County,MS,83.1,16.9,4.6,1.6,0.1,0,23.2,22242,38646,20679,39710,1,1
Harrison County,OH,92.3,7.7,0.3,0,0,0,8,2895,3936,1663,5021,1,1
Harrison County,TX,59.5,40.5,26.2,12.7,0.7,0,80.1,8431,17471,7130,18712,1,1
Harrison County,WV,95.9,4.1,0,0,0,0,4.1,9660,15755,7675,18687,1,1
Hart County,GA,64.4,35.6,19.8,17.3,7.8,3.1,83.6,2869,6516,2583,7285,1,1
Hart County,KY,89.7,10.3,5.1,3.2,0,0,18.6,2283,4256,1730,5320,1,1
Hartford County,CT,67.7,32.3,24.6,19.6,8.5,0,85,244314,143648,233789,147912,0,0
Hartley County,TX,61.6,38.4,19.1,13.2,7.2,0.1,78,183,1700,172,1727,1,1
Harvey County,KS,59.2,40.8,27.5,19.2,10,0,97.5,5162,8352,5006,8503,1,1
Haskell County,KS,59.6,40.4,34.6,25.4,9.9,3.7,114,202,1131,228,1011,1,1
Haskell County,OK,62.5,37.5,25.9,21.7,3.7,0,88.8,1175,3069,882,3697,1,1
Haskell County,TX,65.4,34.6,17.8,7.3,0.8,0,60.5,551,1422,314,1403,1,1
Hawaii County,HI,49.9,50.1,26.4,4.1,0.3,0,80.9,46670,14541,41258,17500,0,0
Hawkins County,TN,78,22,8,2.3,0.3,0,32.6,5086,14376,3502,16611,1,1
Hayes County,NE,65,35,2.8,0,0,0,37.8,50,473,30,471,1,1
Hays County,TX,63.4,36.6,15.5,2.9,0,0,55,25448,31577,33117,33730,1,1
Haywood County,NC,73.4,26.6,21.5,13.5,2.4,0,64,11742,15553,10414,18844,1,1
Haywood County,TN,86.3,13.7,6.8,2.9,0,0,23.4,4567,2960,3704,3010,0,0
Heard County,GA,70,30,19.8,15.1,7.7,2.4,75,947,3155,743,3370,1,1
Hemphill County,TX,51.2,48.8,29.7,18.8,13.4,5,115.7,192,1298,181,1460,1,1
Hempstead County,AR,69.4,30.6,19.6,6.9,1.9,0,59,2466,4284,2371,4391,1,1
Henderson County,IL,65.7,34.3,6.1,1.4,0,0,41.8,1977,1538,1151,2153,0,1
Henderson County,KY,86.9,13.1,4.1,0,0,0,17.2,8091,10296,6707,12159,1,1
Henderson County,NC,77.6,22.4,19.7,12.7,3,0,57.8,18519,32860,19664,35535,1,1
Henderson County,TN,84.9,15.1,5.3,3.3,0,0,23.7,2516,7418,1796,8118,1,1
Henderson County,TX,60.1,39.9,16.3,2.8,0,0,59,6094,21202,5649,23574,1,1
Hendricks County,IN,87.9,12.1,2.6,0,0,0,14.7,21100,44308,22595,48326,1,1
Hendry County,FL,68,32,18.8,6.3,0,0,57.1,4751,5355,4610,6192,1,1
Hennepin County,MN,97.5,2.5,0,0,0,0,2.5,423979,240073,429283,191768,0,0
Henrico County,VA,75.6,24.4,0.9,0,0,0,25.3,89116,70235,93615,59674,0,0
Henry County,AL,58.5,41.5,27.4,11.3,1.9,0,82.1,3046,5605,2286,5623,1,1
Henry County,GA,66.1,33.9,20,14.1,11.6,4.4,84,43374,46299,49902,45641,1,0
Henry County,IA,41.1,58.9,23.6,1.7,0,0,84.2,4451,5025,2897,5764,1,1
Henry County,IL,79.4,20.6,0.5,0,0,0,21.1,12316,11564,8835,13962,0,1
Henry County,IN,95.9,4.1,0,0,0,0,4.1,7613,10836,5124,13895,1,1
Henry County,KY,92.1,7.9,3.9,2.5,0,0,14.3,2529,3940,1828,4944,1,1
Henry County,MO,61.3,38.7,8,0,0,0,46.7,3604,6229,2356,7072,1,1
Henry County,OH,93.1,6.9,0,0,0,0,6.9,5513,8111,3690,9136,1,1
Henry County,TN,87.5,12.5,5.1,3.2,0,0,20.8,4337,8187,3061,9483,1,1
Henry County,VA,63.9,36.1,11.9,0,0,0,48,10312,13980,8199,15207,1,1
Herkimer County,NY,77.5,22.5,5.1,0,0,0,27.6,10433,12389,7289,15664,1,1
Hernando County,FL,83.1,16.9,7,2.6,0,0,26.5,37791,44906,31818,59029,1,1
Hertford County,NC,84.8,15.2,0,0,0,0,15.2,7815,3001,6886,3081,0,0
Hettinger County,ND,45.1,54.9,35.8,16.3,7.7,2.8,117.5,313,998,168,1032,1,1
Hickman County,KY,80.5,19.5,6.5,1.9,0,0,27.9,686,1431,449,1657,1,1
Hickman County,TN,85.5,14.5,5.1,3.2,0.9,0,23.7,2693,4756,1823,5685,1,1
Hickory County,MO,62.5,37.5,7.7,0.8,0.1,0,46.1,1733,2835,1016,3539,1,1
Hidalgo County,NM,37.9,62.1,40.5,6.1,0,0,108.7,994,895,780,906,0,1
Hidalgo County,TX,47.7,52.3,16.7,1.1,0,0,70.1,97879,39786,118739,48608,0,0
Highland County,OH,94.8,5.2,1.2,0,0,0,6.4,5772,11032,3436,13005,1,1
Highland County,VA,77.5,22.5,1.6,0,0,0,24.1,459,924,371,958,1,1
Highlands County,FL,71.5,28.5,13.5,7.2,3.2,0,52.4,16147,25912,14901,29509,1,1
Hill County,MT,64.2,35.8,19.4,12.9,3.4,0.3,71.8,3372,3133,2350,3446,0,1
Hill County,TX,61.3,38.7,21.1,5.6,0.5,0,65.9,2745,9128,2535,10075,1,1
Hillsborough County,FL,81.8,18.2,8.9,5.7,0.2,0,33,286158,249904,306422,265928,0,0
Hillsborough County,NH,69.6,30.4,23.9,18.3,5.1,0,77.7,101499,98103,99589,100013,0,1
Hillsdale County,MI,92,8,0.3,0,0,0,8.3,7106,11727,4799,14094,1,1
Hinds County,MS,67.6,32.4,15.6,7.3,1.9,0,57.2,70512,26450,64922,24919,0,0
Hinsdale County,CO,45.1,54.9,40.9,38.1,28.7,12,174.6,228,352,197,339,1,1
Hitchcock County,NE,63.4,36.6,13.5,0,0,0,50.1,310,1386,158,1216,1,1
Hocking County,OH,95.3,4.7,0,0,0,0,4.7,6010,6150,3713,8282,1,1
Hockley County,TX,56.9,43.1,31.2,22.8,9.5,0,106.6,1482,5543,1257,5793,1,1
